"","Organization","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Number of Publications"
"450","Havard","MECHANISMS AND FUNCTION OF THE MICROTUBULE PODOSOME CONNECTION IN OSTEOCLASTS","NIAMS",8716522,"5R01AR062054-03",5,"R01","AR",62054,3,"",NA,1877765,"BARON, ROLAND E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,550789,NA,"67"
"451","Havard","THE REGULATION OF THE PARATHYROID GLAND","NIDDK",8681436,"5R01DK097105-03",5,"R01","DK",97105,3,"",NA,2206874,"LANSKE, BEATE ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,552570,NA,"56"
"452","Havard","HEDGEHOG SIGNALING AND ORGANOGENESIS OF THE LIMB","NICHD",8680265,"5R37HD032443-20",5,"R37","HD",32443,20,"",NA,1887350,"TABIN, CLIFFORD J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,553611,NA,"94"
"453","Havard","BIOGENESIS OF EXTRACELLULAR MATRIX","NIAMS",8703608,"5R01AR036819-30",5,"R01","AR",36819,30,"",NA,1888767,"OLSEN, BJORN REINO","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,557343,NA,"82"
"454","Havard","MRNA CAPPING ENZYME","NIGMS",8680248,"5R01GM056663-16",5,"R01","GM",56663,16,"",NA,1887673,"BURATOWSKI, STEPHEN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,559511,NA,"58"
"455","Havard","BPA; PHTHALATES & STRESS: MECHANISMS AND INTERACTIONS FOR CHILDHOOD OBESITY","NIEHS",8708859,"5R01ES021357-03",5,"R01","ES",21357,3,"",NA,8651962,"BACCARELLI, ANDREA  ","WRIGHT, ROBERT O","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,560187,NA,"199"
"456","Havard","OPTIMIZING COGNITIVE TRAINING TO IMPROVE FUNCTIONAL OUTCOME IN CLINICAL HIGH RISK","NIMH",8789537,"1R01MH105246-01",1,"R01","MH",105246,1,"",NA,6580501,"HOOKER, CHRISTINE I'LEE","Not Applicable","HARVARD UNIVERSITY",NA,2014,560915,NA,"31"
"457","Havard","FUNCTIONAL CHARACTERIZATION OF AN INSULIN-LIKE PEPTIDE NETWORK THAT REGULATES LEA","NIGMS",8614331,"1R01GM108962-01",1,"R01","GM",108962,1,"",NA,8961686,"ZHANG, YUN ","Not Applicable","HARVARD UNIVERSITY",NA,2014,562558,NA,"22"
"458","Havard","SYNAPTIC BASIS OF SLEEP CYCLE CONTROL","NIMH",8757889,"2R01MH039683-29A1",2,"R01","MH",39683,29,"A1",NA,1857981,"MCCARLEY, ROBERT W","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,564262,NA,"185"
"459","Havard","TECHNOLOGY DIFFUSION AND NEW DELIVERY MODELS","NIMH",8743290,"5U01MH103018-02",5,"U01","MH",103018,2,"",NA,1968767,"NORMAND, SHARON-LISE TERESA ","HUSKAMP, HAIDEN A.","HARVARD MEDICAL SCHOOL",NA,2014,565542,NA,"145"
"460","Havard","PHYSIOLOGY OF LIPID DROPLETS AND TRIGLYCERIDE STORAGE","NIDDK",8888803,"7R01DK101579-02",7,"R01","DK",101579,2,"",NA,1935794,"FARESE, ROBERT V ","WALTHER, TOBIAS ","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,567335,NA,"25"
"461","Havard","TRAINING PROGRAM IN ENVIRONMENTAL EPIDEMIOLOGY","NIEHS",8692768,"5T32ES007069-35",5,"T32","ES",7069,35,"",NA,1868404,"CHRISTIANI, DAVID C","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,570867,NA,"382"
"462","Havard","DISCOVERY; BIOLOGY AND RISK OF INHERITED VARIANTS IN BREAST CANCER","NCI",8871938,"3U19CA148065-04S1",3,"U19","CA",148065,4,"S1",NA,2431169,"HUNTER, DAVID JOHN ","AHSAN, HABIBUL ;BRUGGE, JOAN SIEFERT;CHANOCK, STEPHEN J;CUZICK, JACK ;EASTON, DOUGLAS FREDERICK;FREEDMAN, MATTHEW L;GARBER, JUDY E.;GOLDGAR, DAVID E.;HAIMAN, CHRISTOPHER ALAN;KAAKS, RUDOLF ;KRAFT, PETER ;PRENTICE, ROSS L;QUACKENBUSH, JOHN ;TAMIMI, RULLA M;WHITTEMORE, ALICE ;ZHENG, WEI ","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,574120,NA,"464"
"463","Havard","MICROTUBULE DYNAMICS AND MITOTIC MECHANISM","NIGMS",8657048,"5R01GM039565-27",5,"R01","GM",39565,27,"",NA,1964871,"MITCHISON, TIMOTHY J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,574473,NA,"130"
"464","Havard","VITAMIN D; EPSTEIN-BARR VIRUS INFECTION; AND CIGARETTE SMOKING AND RISK OF MULTIP","NINDS",8617874,"5R01NS073633-04",5,"R01","NS",73633,4,"",NA,1899271,"ASCHERIO, ALBERTO ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,574568,NA,"180"
"465","Havard","DNA METHYLATION AS A BIOMARKER OF EXPOSURE AND EFFECT FOR PARTICLES AND METALS","NIEHS",8677892,"5R01ES015172-08",5,"R01","ES",15172,8,"",NA,1883453,"SCHWARTZ, JOEL D","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,580859,NA,"407"
"466","Havard","THE ALGORITHMS USED BY THE GENOME TO INTERPRET NEURAL ACTIVITY","NIMH",8703802,"5R01MH101528-02",5,"R01","MH",101528,2,"",NA,8659387,"GRAY, JESSE MICHAEL","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,583946,NA,"15"
"467","Havard","ROLE OF ZFP521 IN BONE FORMATION AND ANABOLIC RESPONSES","NIAMS",8690760,"5R01AR057769-05",5,"R01","AR",57769,5,"",NA,1877765,"BARON, ROLAND E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,588607,NA,"67"
"468","Havard","THE NEPRC SPF RHESUS MACAQUE BREEDING COLONY","OD",8707575,"5U42OD010849-13",5,"U42","OD",10849,13,"",NA,1863826,"SPEALMAN, ROGER D","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,592204,NA,"36"
"469","Havard","DIETARY PATTERNS AND RISK OF CARDIOVASCULAR DISEASE","NHLBI",8699252,"5R01HL060712-13",5,"R01","HL",60712,13,"",NA,2087382,"HU, FRANK B","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,599709,NA,"666"
"470","Havard","ELECTRICAL STIMULATION OF IMMEDIATE EARLY GENES","NINDS",8617305,"5R37NS028829-25",5,"R37","NS",28829,25,"",NA,1870988,"GREENBERG, MICHAEL E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,601630,NA,"78"
"471","Havard","COPD AND RESPONSE TO TRAFFIC RELATED PARTICLES","NIEHS",8619624,"5R01ES019853-03",5,"R01","ES",19853,3,"",NA,1865327,"GARSHICK, ERIC ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,602341,NA,"46"
"472","Havard","MOLECULAR BASIS OF VIRAL INFECTIVITY","NIAID",8741151,"2T32AI007245-31A1",2,"T32","AI",7245,31,"A1",NA,1894203,"KNIPE, DAVID M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,602779,NA,"92"
"473","Havard","MECHANICS OF MONOLAYER MIGRATION","NHLBI",8645707,"5R01HL107561-04",5,"R01","HL",107561,4,"",NA,1887476,"FREDBERG, JEFFREY J","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,605931,NA,"91"
"474","Havard","MEDITERRANEAN DIET; METABOLITES; AND CARDIOVASCULAR DISEASE","NHLBI",8853010,"5R01HL118264-02",5,"R01","HL",118264,2,"",NA,2087382,"HU, FRANK B","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,611127,NA,"666"
"475","Havard","HARVARD CLINICAL AND TRANSLATIONAL SCIENCE CENTER","NCATS",8743344,"5TL1TR001101-02",5,"TL1","TR",1101,2,"",NA,1891584,"NADLER, LEE MARSHALL","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,611464,NA,"28"
"476","Havard","SYSTEMS ANALYSIS OF CELL TYPE DIFFERENTIATION IN XENOPUS DEVELOPMENT","NICHD",8688292,"5R01HD073104-03",5,"R01","HD",73104,3,"",NA,1863369,"KIRSCHNER, MARC WALLACE","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,611915,NA,"91"
"477","Havard","PROGRAM FOR TRAINING IN CANCER EPIDEMIOLOGY","NCI",8667244,"2T32CA009001-39",2,"T32","CA",9001,39,"",NA,1891567,"STAMPFER, MEIR ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,613607,NA,NA
"478","Havard","MENTAL HEALTH COVERAGE AND PAYMENT IN PRIVATE HEALTH PLANS","NIMH",8694370,"2R01MH094290-03",2,"R01","MH",94290,3,"",NA,6276621,"MCGUIRE, THOMAS G.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,615584,NA,"57"
"479","Havard","NEUROTROPHIC FACTOR REGULATION OF GENE EXPRESSION","NINDS",8813922,"2R01NS045500-27A1",2,"R01","NS",45500,27,"A1",NA,1870988,"GREENBERG, MICHAEL E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,615631,NA,"78"
"480","Havard","MOLECULAR AND EPIGENETIC MITOCHONDRIOMICS OF AIR PARTICLES; LEAD AND COGNITION","NIEHS",8663272,"5R01ES021733-03",5,"R01","ES",21733,3,"",NA,8651962,"BACCARELLI, ANDREA ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,621274,NA,"199"
"481","Havard","GLOBAL CARDIOVASCULAR DISEASE POLICY MODEL FOR SCREENING PREVENTION AND TREATMENT","NHLBI",8530270,"5R01HL104284-04",5,"R01","HL",104284,4,"",NA,1871445,"GAZIANO, THOMAS A","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,625778,NA,"42"
"482","Havard","PROTEIN/PROTEIN INTERACTIONS IN PROKARYOTIC GENE CONTROL","NIGMS",8641366,"5R01GM044025-24",5,"R01","GM",44025,24,"",NA,1880280,"HOCHSCHILD, ANN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,626078,NA,"39"
"483","Havard","A WHOLE SYSTEMS APPROACH TO IMPLEMENTING STANDARDIZED DENTAL DIAGNOSTIC TERMS","NIDCR",8737879,"5R01DE023061-02",5,"R01","DE",23061,2,"",NA,9594442,"KALENDERIAN, ELSBETH ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,628955,NA,"32"
"484","Havard","CELLULAR AND DEVELOPMENTAL BIOLOGY","NIGMS",8700420,"5T32GM007226-39",5,"T32","GM",7226,39,"",NA,7736225,"HARPER, JEFFREY W","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,631877,NA,"0"
"485","Havard","MOLECULAR BIOPHYSICS TRAINING GRANT","NIGMS",8607736,"2T32GM008313-26",2,"T32","GM",8313,26,"",NA,1888918,"HOGLE, JAMES M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,631877,NA,"38"
"486","Havard","PHD TRAINING IN NEUROSCIENCE","NIMH",8681521,"5T32MH020017-17",5,"T32","MH",20017,17,"",NA,1893164,"SEGAL, ROSALIND A.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,633137,NA,NA
"487","Havard","MATERNAL AND PATERNAL FLAME RETARDANT EXPOSURE; IMPACT ON FERTILITY AND PREGNANCY","NIEHS",8693389,"1R01ES022955-01A1",1,"R01","ES",22955,1,"A1",NA,1871968,"HAUSER, RUSS B ","MEEKER, JOHN D","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,636098,NA,"185"
"488","Havard","DEVELOPMENTAL GENE NETWORKS OF 5HT NEURONS IN ADDICTION; AGGRESSION; AND ANXIETY","NIDA",8628623,"1R01DA034022-01A1",1,"R01","DA",34022,1,"A1",NA,1896284,"DYMECKI, SUSAN M.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,637552,NA,"31"
"489","Havard","GENOME-WIDE LIGHT-INDUCIBLE TUNING OF TRANSCRIPTIONAL NETWORK DYNAMIC","NINDS",8660099,"5R01NS073124-06",5,"R01","NS",73124,6,"",NA,8570565,"ARLOTTA, PAOLA  ","JOUNG, J. KEITH;ZHANG, FENG ","HARVARD UNIVERSITY",NA,2014,640303,NA,"47"
"490","Havard","WELFARE EFFECTS OF BALANCING THE FEDERAL SOCIAL SECURITY AND HEALTH CARE BUDGETS","NIA",8755943,"1R01AG048037-01",1,"R01","AG",48037,1,"",NA,7688213,"CANNING, DAVID J","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,643338,NA,"37"
"491","Havard","HUMAN CYTOMEGALOVIRUS NUCLEAR EGRESS: MOLECULAR MECHANISMS AND DRUG TARGETING","NIAID",8704099,"5R01AI026077-27",5,"R01","AI",26077,27,"",NA,1888951,"COEN, DONALD M ","HOGLE, JAMES M","HARVARD MEDICAL SCHOOL",NA,2014,647245,NA,"86"
"492","Havard","SUPER-RESOLUTION IMAGING VIA PROGRAMMABLE AUTONOMOUS BLINKING","NIBIB",8737257,"5R01EB018659-02",5,"R01","EB",18659,2,"",NA,9496387,"YIN, PENG ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,650220,NA,"44"
"493","Havard","HUMAN EXPOSURE TO BISPHENOL A; PHTHALATES AND FERTILITY; PREGNANCY OUTCOMES","NIEHS",8759129,"2R01ES009718-16",2,"R01","ES",9718,16,"",NA,1871968,"HAUSER, RUSS B","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,653231,NA,"185"
"494","Havard","REDUCING SKIN CANCER RISK IN CHILDHOOD CANCER SURVIVORS","NCI",8665398,"5R01CA175231-02",5,"R01","CA",175231,2,"",NA,6714436,"GELLER, ALAN CHARLES","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,654652,NA,"91"
"495","Havard","TRIAL OF VITAMIN D SUPPLEMENTATION TO PREVENT TB INFECTION IN SCHOOLCHILDREN","NHLBI",8673990,"1R01HL122624-01",1,"R01","HL",122624,1,"",NA,8786834,"DAVAASAMBUU, GANMAA ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,659269,NA,"14"
"496","Havard","DYNAMIC CELLULAR ARCHITECTURE OF BACTERIA BY SYSTEM-WIDE SUPER-RESOLUTION IMAGING","NIGMS",8726432,"5R01GM096450-05",5,"R01","GM",96450,5,"",NA,6139020,"ZHUANG, XIAOWEI  ","XIE, XIAOLIANG SUNNEY ","HARVARD UNIVERSITY",NA,2014,666944,NA,"87"
"497","Havard","NEW METHODS FOR THE DESIGN AND EVALUATION OF LARGE HIV PREVENTION INTERVENTIONS","NIAID",8729765,"1R01AI112339-01",1,"R01","AI",112339,1,"",NA,1866553,"SPIEGELMAN, DONNA L","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,671787,NA,"315"
"498","Havard","A COGNITIVE APPROACH TO REFINE AND ENHANCE USE OF A DENTAL DIAGNOSTIC TERMINOLOGY","NIDCR",8704121,"5R01DE021051-05",5,"R01","DE",21051,5,"",NA,9594442,"KALENDERIAN, ELSBETH ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,672159,NA,"32"
"499","Havard","SOCIAL NETWORKS AND THE SPREAD OF CANCER CARE PRACTICES","NCI",8626367,"5R01CA174468-02",5,"R01","CA",174468,2,"",NA,1896679,"LANDON, BRUCE E. ","KEATING, NANCY L","HARVARD MEDICAL SCHOOL",NA,2014,672238,NA,"173"
"500","Havard","POLIOVIRUS CELL ENTRY PATHWAYS","NIAID",8693522,"2R01AI020566-30A1",2,"R01","AI",20566,30,"A1",NA,1888918,"HOGLE, JAMES M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,676899,NA,"38"
"501","Havard","ANALYTIC METHODS FOR HIV TREATMENT AND CO-FACTOR EFFECTS","NIAID",8648951,"5R37AI032475-23",5,"R37","AI",32475,23,"",NA,1884188,"ROBINS, JAMES M","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,677181,NA,"63"
"502","Havard","DIETARY ETIOLOGIES OF HEART DISEASE AND CANCER","NHLBI",8656294,"5R01HL035464-25",5,"R01","HL",35464,25,"",NA,1880919,"RIMM, ERIC B","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,682295,NA,"387"
"503","Havard","GENETIC VARIATION AND EVOLUTION OF ARTEMISININ RESISTANCE","NIAID",8649014,"5R01AI099105-02",5,"R01","AI",99105,2,"",NA,1882086,"WIRTH, DYANN F ","HARTL, DANIEL L","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,683171,NA,"107"
"504","Havard","TARGETING THE REPRODUCTIVE INTERACTOME OF THE MALARIA VECTOR ANOPHELES GAMBIAE","NIAID",8663723,"5R01AI104956-02",5,"R01","AI",104956,2,"",NA,11383755,"CATTERUCCIA, FLAMINIA ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,683408,NA,"17"
"505","Havard","MOLECULAR EPIDEMIOLOGY OF ARDS","NHLBI",8669031,"5R01HL060710-12",5,"R01","HL",60710,12,"",NA,1868404,"CHRISTIANI, DAVID C","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,684277,NA,"382"
"506","Havard","STATISTICAL INFORMATICS FOR CANCER RESEARCH","NCI",8730551,"5P01CA134294-07",5,"P01","CA",134294,7,"",NA,7043086,"LIN, XIHONG  ","DOMINICI, FRANCESCA ","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,687641,NA,"111"
"507","Havard","SHORT BREASTFEEDING AND COTRIMOXAZOLE AMONG HIV-EXPOSED INFANTS IN BOTSWANA","NICHD",8690926,"5R01HD061265-05",5,"R01","HD",61265,5,"",NA,6079721,"SHAPIRO, ROGER L ","LOCKMAN, SHAHIN ","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,688133,NA,"58"
"508","Havard","MICROBIAL DIVERSITY IN MECHANISMS OF DISULFIDE BOND FORMATION AND REDUCTION","NIGMS",8610924,"5R01GM041883-25",5,"R01","GM",41883,25,"",NA,10294612,"BOYD, DANA ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,709142,NA,"28"
"509","Havard","MECHANISMS AND POPULATION GENOMICS OF PNEUMOCOCCAL ANTIGENIC DIVERSITY","NIAID",8719802,"5R01AI048935-13",5,"R01","AI",48935,13,"",NA,1878571,"LIPSITCH, MARC ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,713860,NA,"166"
"510","Havard","GENETIC ANALYSIS OF TOXINOGENESIS IN VIBRIO CHOLERAE","NIAID",8694862,"2R01AI018045-34",2,"R01","AI",18045,34,"",NA,1859172,"MEKALANOS, JOHN JOSEPH","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,715353,NA,"77"
"511","Havard","SUBSTANCE USE DISORDER TREATMENT UNDER NEW PAYMENT AND DELIVERY SYSTEM MODELS","NIDA",8668919,"5R01DA035214-02",5,"R01","DA",35214,2,"",NA,1906467,"HUSKAMP, HAIDEN A. ","BARRY, COLLEEN L","HARVARD MEDICAL SCHOOL",NA,2014,717215,NA,"100"
"512","Havard","MECHANISM AND INHIBITION OF SREBP-DEPENDENT CHOLESTEROL/LIPID METABOLISM","NHLBI",8670016,"5R01HL116391-02",5,"R01","HL",116391,2,"",NA,7780808,"WAGNER, GERHARD ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,720423,NA,"168"
"513","Havard","FUNCTIONAL COUPLING OF STEPS IN GENES EXPRESSION","NIGMS",8710234,"5R01GM043375-24",5,"R01","GM",43375,24,"",NA,1887712,"REED, ROBIN E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,741644,NA,"36"
"514","Havard","ROLE OF RNA POLYMERASE IN BACTERIAL DIFFERENTIATION","NIGMS",8611923,"5R01GM018568-42",5,"R01","GM",18568,42,"",NA,1955188,"LOSICK, RICHARD MARC","Not Applicable","HARVARD UNIVERSITY",NA,2014,760596,NA,"130"
"515","Havard","HMS/CHB CENTER FOR NEUROSCIENCE RESEARCH","NINDS",8733766,"5P30NS072030-04",5,"P30","NS",72030,4,"",NA,1870988,"GREENBERG, MICHAEL E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,766358,NA,"78"
"516","Havard","THE CENTER FOR THE GLOBAL DEMOGRAPHY OF AGING","NIA",8743559,"2P30AG024409-10",2,"P30","AG",24409,10,"",NA,6687816,"BLOOM, DAVID E","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,778949,NA,"53"
"517","Havard","BUILDING THE HEMATOPOIETIC STEM CELL NICHE","NIBIB",8704933,"5R01EB014703-04",5,"R01","EB",14703,4,"",NA,8116883,"MOONEY, DAVID J ","SCADDEN, DAVID T;WEITZ, DAVID A;WESTERVELT, ROBERT M","HARVARD UNIVERSITY",NA,2014,779887,NA,"207"
"518","Havard","DROSOPHILA TRANSGENIC RNAI RESOURCE PROJECT","NIGMS",8711488,"5R01GM084947-07",5,"R01","GM",84947,7,"",NA,1963356,"PERRIMON, NORBERT ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,791836,NA,"197"
"519","Havard","COMPREHENSIVE TRANSLATIONAL SCIENCE ANALYTICS TOOLS FOR THE GLOBAL HEALTH AGENDA","NIEHS",8756976,"1DP1ES025459-01",1,"DP1","ES",25459,1,"",NA,1866553,"SPIEGELMAN, DONNA L","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,807500,NA,"315"
"520","Havard","SYSTEMATIC EXPLORATION OF THE HUMAN INTERACTOME","NHGRI",8668120,"5U41HG006673-03",5,"U41","HG",6673,3,"",NA,1879268,"GYGI, STEVEN P ","HARPER, JEFFREY W;SOWA, MATHEW E","HARVARD MEDICAL SCHOOL",NA,2014,809660,NA,"323"
"521","Havard","JOINT PROGRAM IN MOLECULES;CELLS AND ORGANISMS","NIGMS",8663388,"2T32GM007598-37",2,"T32","GM",7598,37,"",NA,2275890,"DULAC, CATHERINE G","Not Applicable","HARVARD UNIVERSITY",NA,2014,812413,NA,"34"
"522","Havard","HDL PROTEINS AND CORONARY HEART DISEASE","NHLBI",8753171,"1R01HL123917-01",1,"R01","HL",123917,1,"",NA,1862842,"SACKS, FRANK M","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,818941,NA,"127"
"523","Havard","MEIOTIC CHROMOSOME SYNAPSIS AND RECOMBINATION IN YEAST","NIGMS",8672648,"5R01GM044794-25",5,"R01","GM",44794,25,"",NA,8328629,"KLECKNER, NANCY E.","Not Applicable","HARVARD UNIVERSITY",NA,2014,824893,NA,"49"
"524","Havard","NKT CELLS AS MODULATORS OF AIDS VACCINE EFFICACY","NIAID",8660612,"5R01AI102693-03",5,"R01","AI",102693,3,"",NA,2250989,"KAUR, AMITINDER ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,824896,NA,"32"
"525","Havard","GENERATION AND FUNCTION OF NK CELL MEMORY","NIAID",8719937,"5R01AI111595-02",5,"R01","AI",111595,2,"",NA,1893535,"VON ANDRIAN, ULRICH H","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,834830,NA,"0"
"526","Havard","LARGE-SCALE HIGH-CONFIDENCE BINARY PROTEIN INTERACTION NETWORK FOR DROSOPHILA","NHGRI",8729617,"5R01HG007118-02",5,"R01","HG",7118,2,"",NA,1963356,"PERRIMON, NORBERT ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,837691,NA,"197"
"527","Havard","MODELING THE AGING EPIGENOME","NIA",8705977,"5DP1AG044161-05",5,"DP1","AG",44161,5,"",NA,3163073,"YANKNER, BRUCE A","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,839025,NA,"22"
"528","Havard","CORE GRANT FOR VISION RESEARCH","NEI",8735951,"5P30EY012196-17",5,"P30","EY",12196,17,"",NA,1861166,"LIVINGSTONE, MARGARET S","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,841865,NA,"47"
"529","Havard","WATCHING A VERTEBRATE BRAIN LEARN AND BEHAVE IN A VIRTUAL ENVIRONMENT","NINDS",8704392,"5DP1NS082121-04",5,"DP1","NS",82121,4,"",NA,7039484,"ENGERT, FLORIAN ","Not Applicable","HARVARD UNIVERSITY",NA,2014,845000,NA,"37"
"530","Havard","A ROAD MAP TO THE NEOCORTEX","NIMH",8705031,"5DP1MH099906-04",5,"DP1","MH",99906,4,"",NA,9682350,"RAMANATHAN, SHARAD ","Not Applicable","HARVARD UNIVERSITY",NA,2014,845000,NA,"15"
"531","Havard","PROBING DYNAMICS OF THE HUMAN GENOME BY SINGLE CELL SEQUENCING","NCI",8738632,"5DP1CA186693-02",5,"DP1","CA",186693,2,"",NA,6369857,"XIE, XIAOLIANG SUNNEY ","Not Applicable","HARVARD UNIVERSITY",NA,2014,845000,NA,"13"
"532","Havard","NEW TOOLS FOR UNDERSTANDING THE BLOOD BRAIN BARRIER","NINDS",8754153,"1DP1NS092473-01",1,"DP1","NS",92473,1,"",NA,6269870,"GU, CHENGHUA ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,847500,NA,"22"
"533","Havard","THE INHERITANCE OF POSITION: IT'S NOT JUST WHO YOU ARE; IT'S WHERE YOU ARE","NIGMS",8710287,"5DP1GM106412-03",5,"DP1","GM",106412,3,"",NA,1964848,"WU, CHAO-TING ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,847500,NA,"13"
"534","Havard","SINGLE CELL ANALYSIS OF METABOLISM USING GENETICALLY-ENCODED FLUORESCENT SENSORS","NIBIB",8703697,"5DP1EB016985-03",5,"DP1","EB",16985,3,"",NA,1887092,"YELLEN, GARY I","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,847500,NA,"38"
"535","Havard","IDENTIFYING AND VALIDATING NEW ANTIBIOTIC TARGETS IN CELL WALL SYNTHESIS PATHWAYS","NIAID",8659341,"5R01AI099144-03",5,"R01","AI",99144,3,"",NA,9360769,"BERNHARDT, THOMAS G ","WALKER, SUZANNE ","HARVARD MEDICAL SCHOOL",NA,2014,858826,NA,"35"
"536","Havard","MECHANISMS OF YEAST TRANSCRIPTIONAL INITIATION","NIGMS",8711471,"5R01GM030186-33",5,"R01","GM",30186,33,"",NA,1888597,"STRUHL, KEVIN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,877330,NA,"88"
"537","Havard","TRAINING FOR SPEECH AND HEARING SCIENCES","NIDCD",8672618,"5T32DC000038-23",5,"T32","DC",38,23,"",NA,1967239,"DELGUTTE, BERTRAND ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,893045,NA,NA
"538","Havard","NOVEL THERAPEUTIC AGENTS FROM THE BACTERIAL SYMBIONTS OF BRAZILIAN INVERTEBRATES","FIC",8785542,"1U19TW009872-01",1,"U19","TW",9872,1,"",NA,1878823,"CLARDY, JON  ","TALLARICO PUPO, MONICA ","HARVARD MEDICAL SCHOOL",NA,2014,907024,NA,"151"
"539","Havard","HEALTH AND AGING IN AFRICA:  LONGITUDINAL STUDIES OF INDEPTH COMMUNITIES","NIA",8734308,"5P01AG041710-02",5,"P01","AG",41710,2,"",NA,1887078,"BERKMAN, LISA F","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,909513,NA,"107"
